! FILETYPE CSV
! VERSION 3.0,1
! TIMESTAMP Monday, 23 February 2026 16:07:57
! TIMEZONE (UTC-07:00) Arizona
! NAME Keysight Technologies
! MODEL N9913A
! SERIAL MY61272003
! FIRMWARE_VERSION A.12.21
! VF, 1.000
! Media, Coax
! IF_BW, 10000
! Output_Power_Mode, MAN
! Output_Power_Level, -15
! GPS_LATITUDE 
! GPS_LONGITUDE 
! GPS_TIMESTAMP 0001-01-01 00:00:00Z
! GPS_SECS_SINCE_LAST_READ 0
! CHECKSUM 1623369640
! TraceAverageCount, 1
! CORRECTION1 ON U
! CORR TIMESTAMP1 2/23/2026 3:51:30 PM
! Smoothing, Off
! Mag_Offset, 0 dB
! Phase_Offset, 0 Deg
! Slope, 0 dB/GHz
! Electrical_Delay, 0 s
! DATA Freq,S21
! FREQ UNIT Hz
! DATA UNIT dB
BEGIN
30000,-57.6046754743387
20029850,-63.523029764226
40029700,-62.5453783809816
60029550,-59.3275130175026
80029400,-55.54833184152
100029250,-45.9823684547134
120029100,-40.3739612093904
140028950,-34.4737228957856
160028800,-31.1735293290382
180028650,-28.6650961482827
200028500,-25.5428327125777
220028350,-21.2641567525935
240028200,-15.6202746266958
260028050,-9.70356032570067
280027900,-6.52735035773038
300027750,-4.90545713479306
320027600,-2.60371652196592
340027450,-0.621510958547273
360027300,-0.0430872004214994
380027150,-0.135016189427534
400027000,-0.162923941977242
420026850,-0.161332738917209
440026700,-0.17131312590484
460026550,-0.136309046634142
480026400,-0.215714988826945
500026250,-0.323066250485333
520026100,-0.110734132100891
540025950,0.014877740805676
560025800,-1.04962667954947
580025650,-2.98184739244855
600025500,-4.42276832941297
620025350,-4.84032525067351
640025200,-4.71479342139441
660025050,-6.3237097870788
680024900,-9.69344301151413
700024750,-12.5660103726975
720024600,-14.2897946046963
740024450,-14.9647510384207
760024300,-14.6099466431052
780024150,-14.2194236131652
800024000,-15.9895693616161
820023850,-18.9826118038517
840023700,-21.3032651394514
860023550,-22.6543249403881
880023400,-22.748471809194
900023250,-22.1858763300979
920023100,-21.4469499875
940022950,-22.4759954899091
960022800,-24.970858010987
980022650,-27.1814430840729
1000022500,-28.0892971712703
1020022350,-28.5064507548041
1040022200,-27.7714966052747
1060022050,-26.8046469328662
1080021900,-27.2862983998311
1100021750,-29.6707428112107
1120021600,-31.6297017416276
1140021450,-32.8804271770371
1160021300,-33.0826019387865
1180021150,-32.4305351393529
1200021000,-31.2625228183319
1220020850,-31.8167679540255
1240020700,-34.0526580509792
1260020550,-37.1672143742713
1280020400,-37.3410503885912
1300020250,-38.6830840169066
1320020100,-38.113972298265
1340019950,-36.977416313879
1360019800,-37.763626185007
1380019650,-40.1560951011644
1400019500,-42.2291312077507
1420019350,-45.6529509254802
1440019200,-46.4450408327014
1460019050,-49.5533952985614
1480018900,-49.1639531356445
1500018750,-52.5381929195218
1520018600,-63.1898854189369
1540018450,-59.5672512131026
1560018300,-56.9144799876246
1580018150,-59.1765097085395
1600018000,-47.1524663375632
1620017850,-47.1528419199779
1640017700,-44.1511303113808
1660017550,-43.1997786317139
1680017400,-43.3374952618318
1700017250,-44.6004841798902
1720017100,-41.9408516852705
1740016950,-41.8652261183871
1760016800,-39.2047061154342
1780016650,-37.5422202384478
1800016500,-36.7017377575762
1820016350,-38.1396616419593
1840016200,-38.2556321332824
1860016050,-37.6243347113173
1880015900,-36.7114846133715
1900015750,-34.7340886669304
1920015600,-32.6499821177769
1940015450,-30.6275950357789
1960015300,-30.0893522076645
1980015150,-32.1460417511252
2000015000,-39.4935613143644
2020014850,-47.8550591324941
2040014700,-48.506687157588
2060014550,-42.9858971954182
2080014400,-40.6737518801333
2100014250,-39.7874645688285
2120014100,-39.568419743892
2140013950,-39.3871932276718
2160013800,-38.8728995152973
2180013650,-38.6884238790463
2200013500,-36.0113248393772
2220013350,-34.567785865453
2240013200,-34.2855876350495
2260013050,-34.7258135195014
2280012900,-35.3457924973845
2300012750,-35.4120259231258
2320012600,-35.0877475963128
2340012450,-33.9532119591317
2360012300,-31.2260233449749
2380012150,-27.6584466068209
2400012000,-23.3430172354842
2420011850,-21.2467607157407
2440011700,-19.8646040710696
2460011550,-14.5594193486288
2480011400,-12.9877774461536
2500011250,-25.9534403519811
2520011100,-35.9142057921227
2540010950,-42.5390361003687
2560010800,-36.217064469587
2580010650,-34.7876020414907
2600010500,-33.9760817385227
2620010350,-34.1415269574907
2640010200,-32.3636355780379
2660010050,-28.991219579946
2680009900,-25.8980924412761
2700009750,-23.6673024898507
2720009600,-21.8205931423536
2740009450,-19.277353915474
2760009300,-15.4126304695428
2780009150,-8.69491954975675
2800009000,-3.2543171411214
2820008850,-9.92154320818855
2840008700,-13.8111521798676
2860008550,-17.0715593200541
2880008400,-20.0236964988384
2900008250,-22.3449870547625
2920008100,-23.5903709047017
2940007950,-24.2477087426373
2960007800,-24.0377334902804
2980007650,-23.6986273100085
3000007500,-23.8840602914609
3020007350,-25.2306098330686
3040007200,-26.5752252689768
3060007050,-27.6082623798885
3080006900,-27.5644362153289
3100006750,-27.0066545298309
3120006600,-25.52500366091
3140006450,-24.2487998993078
3160006300,-23.5783065233745
3180006150,-23.9644013971521
3200006000,-24.197309406752
3220005850,-23.8775793397281
3240005700,-22.6896462278773
3260005550,-20.5875470526237
3280005400,-17.4088753393569
3300005250,-14.0547766510044
3320005100,-10.9501907666855
3340004950,-7.23724655662984
3360004800,-2.80858532775223
3380004650,-4.20612662048758
3400004500,-6.86387271071716
3420004350,-7.28560639880134
3440004200,-5.97794832865685
3460004050,-3.81038973805785
3480003900,-1.54146177752449
3500003750,-3.80245674335764
3520003600,-10.5961409837077
3540003450,-15.7907453886708
3560003300,-19.9633859492668
3580003150,-27.0323243302846
3600003000,-25.1282099747411
3620002850,-12.1843633395524
3640002700,-6.28271122058659
3660002550,-5.83033060396279
3680002400,-6.38058090227607
3700002250,-4.90109413855898
3720002100,-2.94154047040022
3740001950,-5.69774281856652
3760001800,-8.65967541746679
3780001650,-10.0444121440218
3800001500,-11.1632287010894
3820001350,-13.7540363594271
3840001200,-16.9214409247108
3860001050,-19.2780775988414
3880000900,-20.4913151483597
3900000750,-20.5732073079591
3920000600,-19.8138543828633
3940000450,-18.6038603717406
3960000300,-18.1355630566902
3980000150,-18.5536462942764
4000000000,-18.3210912807685
END
